ID,Field Name,Well Name,Rig No.,Client DEPTH 1,Client DEPTH 2,QRI DEPTH 1,QRI DEPTH 2,Client Hole Size,QRI Hole Size,Operation Date,From DateTime,To DateTime,Date Check,Duration Days,Time Check,Footage,Footage Check,ROP M_hr,DFS,Activity Description,Activity Description (English),Client P_NP,Client Phase,Three Month-Cum Prod,Three-Month Production Rate Av.,Six Month-Cum Prod,Six-Month Production Rate Av.,Twelve Month-Cum Prod,Twelve-Month Production Rate Av.,Xsurf,Ysurf,Xbh,Ybh,HorizontalDeparture,WellLength,MaxDLS,FinalInc,WellType,Strings,Design
11,Corralillo,Corralillo6890,734,0,100,,100,14.75,14.75,41097,41097.625,41097.64583,OK,0.020833333,OK,0,OK,0,0.645833333,"(N) CIRCULA POZO. .
15",'(N) Circulate POZO. . fifteen',Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
12,Corralillo,Corralillo6890,734,0,100,,100,14.75,14.75,41097,41097.64583,41097.66667,OK,0.020833334,OK,0,OK,0,0.666666667,"(N) EFECTUO PLATICA DE SEGURIDAD. .
16",'(N) PLASTIC SAFETY EFFECT. . 16',Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
13,Corralillo,Corralillo6890,734,0,100,,100,14.75,14.75,41097,41097.66667,41097.70833,OK,0.041666666,OK,0,OK,0,0.708333333,"(N) DESCONECTA BOTELLA DE 10-3/4"" X 4"", CON PERSONAL DE PERFORADORA MEXICO INSTALO CABEZA DE CEMENTAR DE 10 3/4"" Y UNIDADES.
17","'(N) DISCONNECT BOTTLE OF 10-3 / 4 &quot;X 4&quot;, WITH crew / staff PERFORADORA MEXICO INSTALLED HEAD OF CEMENT OF 10 3/4 &quot;AND UNITS.'",Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
14,Corralillo,Corralillo6890,734,0,100,,100,14.75,14.75,41097,41097.70833,41097.79167,OK,0.083333334,OK,0,OK,0,0.791666667,"(N) CON U.A.P. DE PERFORADORA MEXICO EFECTUO CEMENTACION DE TR DE 10 3/4'' H-40 32.75 LB/TF STC A LA PROFUNDIDAD DE 97 MTS. PROBO LINEAS CON 2000 PSI DURANTE 10' ''OK'' BOMBEO 30 BLS. DE BACHE LAVADOR CON DENS. DE 1.02 GR/CC Q= 3 BPM. PB =43-74 PSI MEZCLO Y BOMBEO 37.25 BLS. DE LECHADA DENS. 1.89 GR/CC Q= 3 BPM PB= 105-207 PSI , SOLTO TAPON SOLIDO. DESPLAZO CON 31.12 BLS. DE L.W-BAC DE 1.20 GR/CC Q= 3-1.5
BPM PB= 66-330 PSI. CIMA DE CTO. DENTRO DE LA TR A 94 MTS. CHECO EQUIPO DE FLOTACION ''OK'' RETORNANDO 1/2 BL A CAJA DE UAP, DURANTE LA OPERACION SE OBSERVO CIRC. NORMAL. SALIENDO 4 BLS. DE CEMENTO A LA SUPERFICIE.
19","'(N) WITH UAP OF PERFORADORA MEXICO EFFECTS CEMENTATION OF TR OF 10 3/4 &#39;&#39; H-40 32.75 LB / TF STC TO THE DEPTH OF 97 MTS. PROBO LINE WITH 2000 PSI DURING 10 &#39;&#39; &#39;OK&#39; &#39;PUMP 30 BLS. DE BACHE WASHING MACHINE WITH DENS. DE 1.02 GR / CC Q = 3 BPM. PB = 43-74 PSI MIX AND PUMP 37.25 BLS. OF DUCTED DENS. 1.89 GR / CC Q = 3 BPM PB = 105-207 PSI, SOLID TAPON SOLID. DISPLACEMENT WITH 31.12 BLS. DE LW-BAC 1.20 GR / CC Q = 3-1.5 BPM PB = 66-330 PSI. UP TO CTO. WITHIN THE TR 94 MTS. CZECH FLOATING EQUIPMENT &#39;&#39; OK &#39;&#39; RETURNING 1/2 BL TO UAP BOX, DURING OPERATION OBSERVED CIRC. NORMAL. LEAVING 4 BLS. DE cement TO THE SURFACE. 19'",Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
15,Corralillo,Corralillo6890,734,0,100,,100,14.75,14.75,41097,41097.79167,41097.8125,OK,0.020833333,OK,0,OK,0,0.8125,"(N) DESMANTELO CABEZA DE CEMENTAR Y U.A.P DE CIA.PERFORADORA MEXICO. .
19",'(N) DISMANTLE HEAD OF CEMENT AND UAP OF CIA.PERFORADORA MEXICO. . 19',Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
16,Corralillo,Corralillo6890,734,0,100,,100,14.75,14.75,41097,41097.8125,41097.83333,OK,0.020833333,OK,0,OK,0,0.833333333,"(N) RETIRO TUBO ANCLA. .
20",'(N) ANCHOR TUBE REMOVAL. . twenty',Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
17,Corralillo,Corralillo6890,734,0,100,,100,14.75,14.75,41097,41097.83333,41097.875,OK,0.041666667,OK,0,OK,0,0.875,"(N) CON PERSONAL DE WTF WH INSTALO CABEZAL 10 3/4"" X 11"" 5K, SLIP-LOCK, SBUR7; PROBO  SELLOS CON 1200
PSI X 15 MIN, OK.
21","'(N) WITH crew / staff WTF WH INSTALL HEAD 10 3/4 &quot;X 11&quot; 5K, SLIP-LOCK, SBUR7; PROOF SEALS WITH 1200 PSI X 15 MIN, OK. twenty-one'",Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
18,Corralillo,Corralillo6890,734,0,100,,100,14.75,14.75,41097,41097.875,41098,OK,0.125,OK,0,OK,0,1,(N) INSTALA BOP'S 11'' 5 M Y LINEAS DE CONTROL SUPERFICIAL.,'(N) INSTALL BOP&#39;S 11 &#39;&#39; 5 MY SURFACE CONTROL LINES.',Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
19,Corralillo,Corralillo6890,734,100,348,,100,9.5,14.75,41098,41098,41098.02083,OK,0.020833333,OK,0,OK,0,1.020833333,"(N)  CON PERSONAL DE WELL HEAD INSTALO TAPON DE PRUEBAS HIDRAULICAS. .
0",'(N) WITH crew / staff WELL HEAD INSTALL HYDRAULIC TEST PLATE. . 0',Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
20,Corralillo,Corralillo6890,734,100,348,,100,9.5,14.75,41098,41098.02083,41098.125,OK,0.104166667,OK,0,OK,0,1.125,"(N) CON UPH DE WFT PROBO BOP ANULAR CONTRA VALVULAS INTERIORES Y EXTERIORES CON 500 PSI X 5 MIN Y
2400 PSI X 15 MIN, OK. RAMS DE TUBERIA CONTRA VALVULAS INTERIORES Y EXTERIORES Y HCR CON 500 PSI X 5
MIN Y 4000 PSI X 15 MIN, OK., QUEBRO Y RETIRO TP, CON TAPON EN PESCA PROBÓ RAMS CIEGOS Y VALVULA PRINCIPAL AL MULTIPLE DE ESTRANGULACION CON 500 PSI X 5 MIN Y 4000 PSI X 15 MIN, OK. PROBO VALVULA DEL STAND PIPE, LINEA DE ALTA DE BOMBEO Y VALVULAS DE 4"" DE BOMBA CON 500 PSI EN BAJA X 5 MIN, Y 4000 PSI
EN ALTA X 15 MIN OK. PROBÓ CHOCK MANIFOLD VAL X VAL CON 500 PSI EN BAJA X 5 MIN Y 4000 PSI X 15 MIN EN ALTA, OK..
3","'(N) WITH WFT PROHIBO PROBO BOP CONDUCTOR AGAINST INTERNAL AND EXTERNAL VALVES WITH 500 PSI X 5 MIN AND 2400 PSI X 15 MIN, OK. PIPE RAMS AGAINST INTERNAL AND EXTERNAL VALVES AND HCR WITH 500 PSI X 5 MIN AND 4000 PSI X 15 MIN, OK., BROKEN AND REMOVAL TP, WITH CAP IN FISHING PROBÓ BLINDS AND MAIN VALVE TO MULTIPLE OF STRANGULACION WITH 500 PSI X 5 MIN AND 4000 PSI X 15 MIN, OK. PROBE PIPE STAND VALVE, HIGH PUMP LINE AND 4 &quot;PUMP VALVES WITH 500 PSI IN LOW X 5 MIN, AND 4000 PSI IN HIGH X 15 MIN OK. PROBE CHOCK MANIFOLD VAL X VAL WITH 500 PSI IN LOW X 5 MIN AND 4000 PSI X 15 MIN IN HIGH, OK .. 3'",Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
21,Corralillo,Corralillo6890,734,100,348,,100,9.5,14.75,41098,41098.125,41098.14583,OK,0.020833333,OK,0,OK,0,1.145833333,"(N) CON PERSONAL DE WFT RETIRO TAPON DE PRUEBAS E INSTALO BUJE DE DESGASTE. .
3",'(N) WITH crew / staff WFT REMOVAL TAPON OF TESTING AND INSTALLING BUSHING WEAR. . 3',Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
22,Corralillo,Corralillo6890,734,100,348,,100,9.5,14.75,41098,41098.14583,41098.16667,OK,0.020833334,OK,0,OK,0,1.166666667,"(N) INSTALO NIPLE CAMPANA Y LINEA DE FLOTE, CHAROLA ECOLOGICA. LINEA DE QUEMA, PRESA ECOLOGICA.SWACO.
4","'(N) INSTALL NIPLE HOOD AND FLOAT LINE, ECOLOGICAL TUBE. LINEA DE QUEMA, PRESA ECOLOGICA.SWACO. 4'",Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
23,Corralillo,Corralillo6890,734,100,348,,100,9.5,14.75,41098,41098.16667,41098.20833,OK,0.041666666,OK,0,OK,0,1.208333333,"(N) INSTALO NIPLE CAMPANA Y LINEA DE FLOTE, CHAROLA ECOLOGICA. LINEA DE QUEMA, PRESA ECOLOGICA.SWACO.
5","'(N) INSTALL NIPLE HOOD AND FLOAT LINE, ECOLOGICAL TUBE. LINEA DE QUEMA, PRESA ECOLOGICA.SWACO. 5'",Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
24,Corralillo,Corralillo6890,734,100,348,,100,9.5,14.75,41098,41098.20833,41098.22917,OK,0.020833334,OK,0,OK,0,1.229166667,"(N) PREPARATIVOS PARA ARMADO DE BHA, MEDICION Y CALIBRACION DE HERRAMIENTAS. .
5","'(N) Preparations FOR BHA ARMING, MEASUREMENT AND Gauging TOOL ASSEMBLY. . 5'",Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
25,Corralillo,Corralillo6890,734,100,348,,100,9.5,14.75,41098,41098.22917,41098.25,OK,0.020833333,OK,0,OK,0,1.25,"(N) EFECTUO PLATICAS DE SEGURIDAD Y OPERACION DE ARMADO DE BHA 9 1/2"" .
6",'(N) Safety Meetings AND 9 1/2 &quot;BHA ARM OPERATION.',Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
26,Corralillo,Corralillo6890,734,100,348,,100,9.5,9.5,41098,41098.25,41098.3125,OK,0.0625,OK,0,OK,0,1.3125,"(N) CONECTÓ BNA PDC 9-1/2"" CON TOBERAS 3X13"" Y 4X12"" SER. JF8001 A MOTOR 6-3/4"" X 9-375"" SER 675-3117.
BEN 1.5°+ BHA DIRECCIONAL Y BAJO A 30 MTS. EFECTUO PRUEBA DE MDF 95 EPM 280 GPM 100 PSI. .
7",'(N) CONNECTED BNA PDC 9-1 / 2 &quot;WITH NOZZLES 3X13&quot; AND 4X12 &quot;SER.JF8001 TO ENGINE 6-3 / 4&quot; X 9-375 &quot;SER 675-3117 BEN 1.5 ° + BHA DIRECTIONAL AND LOW TO 30 MTS TEST PERFORMANCE OF MDF 95 EPM 280 GPM 100 PSI 7',Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
27,Corralillo,Corralillo6890,734,100,348,,100,9.5,9.5,41098,41098.3125,41098.39583,OK,0.083333333,OK,0,OK,0,1.395833333,"(N) METIO BNA. PDC DE 9 1/2 Y BHA DIRECCIONAL A 88 MTS. DONDE CHECO CIMA TAPON Y CEMENTO
9",'(N) METIO BNA. PDC OF 9 1/2 AND DIRECTIONAL BHA AT 88 MTS. WHERE CHECO CIMA TAPON AND cement 9',Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
28,Corralillo,Corralillo6890,734,100,348,,100,9.5,9.5,41098,41098.39583,41098.4375,OK,0.041666667,OK,0,OK,0,1.4375,"(N) CIRCULO Y CON U.P.H WEATHERFORD. PROBO TR 10 3/4'' H-40 32.75 LB/TF STC CON 500 PSI DURANTE 15' ''OK''
10",'(N) CIRCLE AND UPH WEATHERFORD. PROBO TR 10 3/4 &#39;&#39; H-40 32.75 LB / TF STC WITH 500 PSI DURING 15 &#39;&#39; &#39;OK&#39; &#39;10',Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
29,Corralillo,Corralillo6890,734,100,348,,100,9.5,9.5,41098,41098.4375,41098.47917,OK,0.041666667,OK,0,OK,0,1.479166667,"(N) CON BNA PDC 9 1/2'' Y SARTA DIRECCIONAL REBAJO TAPON, CEMENTO Y ZAPATA DE 88 - 100 MTS.
11","'(N) WITH BNA PDC 9 1/2 &#39;&#39; AND STEERING PASSENGER SADDLE, cement AND SHOE OF 88 - 100 MTS. eleven'",Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
30,Corralillo,Corralillo6890,734,100,348,,121,9.5,9.5,41098,41098.47917,41098.58333,OK,0.104166666,OK,21,OK,8.400537634,1.583333333,"(N) CON BNA PDC 9 1/2"" + SARTA DIRECCIONAL PERFORA DE 100 M A 121 MD LODO W-BAC 1.21  GR/CC X 53 SEG ROP GRAL 57.07 M/HR PARAMETROS: 400 GPM PB=490 PSI PSB=2-4 TON RPM 70+140 TORQUE=2300, MTS ROT=21
MTS EN 0.6 HRS, MTS DESLIZADOS=0 EN 0 HRS. ULT SURVEY @ 106 MTS INCL=0.13° RUMBO=323.58° TVD=106 MTS DESPL= 0.03 MTS DL= 0.04 M VA=135 PIE/MIN MOTOR DE FONDO GRADUADO @ 1.5° .
14","'(N) CON BNA PDC 9 1/2 &quot;+ DIRECTIONAL SIGNAL PERFORATION OF 100 MA 121 MD LODO W-BAC 1.21 GR / CC X 53 SEG ROP GRAL 57.07 M / HR PARAMETERS: 400 GPM PB = 490 PSI PSB = 2-4 TON RPM 70 + 140 TORQUE = 2300, MTS ROT = 21 MTS IN 0.6 HRS, MTS SLIDED = 0 IN 0 HRS. ULT SURVEY @ 106 MTS INCL = 0.13 ° RUMBO = 323.58 ° TVD = 106 MTS OFF = 0.03 MTS DL = 0.04 M VA = 135 PIE / MIN GRID ENGINE @ 1.5 °.'",Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
31,Corralillo,Corralillo6890,734,100,348,,259,9.5,9.5,41098,41098.58333,41098.83333,OK,0.25,OK,138,OK,23,1.833333333,"(N) CON BNA PDC 9 1/2"" + SARTA DIRECCIONAL PERFORA DE 121 M A 259 MD LODO W-BAC 1.22 GR/CC X 53 SEG ROP GRAL 90 M/HR PARAMETROS: 570 GPM PB= 600 PSI PSB= 3-5 TON RPM 60+165 TORQUE=3200, MTS ROT= 130
MTS EN 0.77 HRS, MTS DESLIZADOS= 29 EN  1.0 HRS. ULT SURVEY @ 245 MTS INCL= 10.75° AZIMUTH= 46.33° TVD=
244.11 MTS DESPL= 13.73 MTS DL= 1.96 M .
20","'(N) CON BNA PDC 9 1/2 &quot;+ DIRECTIONAL RANGE 121 MA 259 MD LODO W-BAC 1.22 GR / CC X 53 SEC ROP GRAL 90 M / HR PARAMETERS: 570 GPM PB = 600 PSI PSB = 3-5 TON RPM 60 + 165 TORQUE = 3200, MTS ROT = 130 MTS IN 0.77 HRS, MTS SLIDED = 29 IN 1.0 HRS ULT SURVEY @ 245 MTS INCL = 10.75 ° AZIMUTH = 46.33 ° TVD = 244.11 MTS OFF = 13.73 MTS DL = 1.96 M 20'",Productive,PER ,3103.467549,34.03063892,5572.788498,30.39672248,9744.509251,26.60521228,651085.85,2266121.59,651354.7421,2266489.057,455.340566,1760,3.868235588,1.06,S-SHAPE,3,"'14.75 , 9.5 , 6.75'"
