ID,SideTrackID,WellName,WellType,ClientDEPTH2,QRIDEPTH2,QRIDepthRevised,ClientHoleSize,QRIHoleSize,QRIHoleSizeRevised,OperationDate,FromDateTime,ToDateTime,DateCheck,DurationDays,TimeCheck,Footage,ROPM_hr,DFS,ActivityDescription,ActivityDescriptionEnglish,ClientP_NP,QRIRevisedP_NP,Probability,ClientPhase,QRIMajorOperation,NPTCategory,NPTType
13,"","Corralillo6890","S-SHAPE",100,100,"100","14.75",14.75,"14.75",41097,41097.66667,41097.70833,"OK",0.041666666,"OK",0,0,0.708333333,"(N) DESCONECTA BOTELLA DE 10-3/4"" X 4"", CON PERSONAL DE PERFORADORA MEXICO INSTALO CABEZA DE CEMENTAR DE 10 3/4"" Y UNIDADES.17","'(N) DISCONNECT BOTTLE OF 10-3 / 4 &quot;X 4&quot;, WITH crew / staff PERFORADORA MEXICO INSTALLED HEAD OF CEMENT OF 10 3/4 &quot;AND UNITS.'","Productive","","","PER ","","",""
14,"","Corralillo6890","S-SHAPE",100,100,"100","14.75",14.75,"14.75",41097,41097.70833,41097.79167,"OK",0.083333334,"OK",0,0,0.791666667,"(N) CON U.A.P. DE PERFORADORA MEXICO EFECTUO CEMENTACION DE TR DE 10 3/4'' H-40 32.75 LB/TF STC A LA PROFUNDIDAD DE 97 MTS. PROBO LINEAS CON 2000 PSI DURANTE 10' ''OK'' BOMBEO 30 BLS. DE BACHE LAVADOR CON DENS. DE 1.02 GR/CC Q= 3 BPM. PB =43-74 PSI MEZCLO Y BOMBEO 37.25 BLS. DE LECHADA DENS. 1.89 GR/CC Q= 3 BPM PB= 105-207 PSI , SOLTO TAPON SOLIDO. DESPLAZO CON 31.12 BLS. DE L.W-BAC DE 1.20 GR/CC Q= 3-1.5BPM PB= 66-330 PSI. CIMA DE CTO. DENTRO DE LA TR A 94 MTS. CHECO EQUIPO DE FLOTACION ''OK'' RETORNANDO 1/2 BL A CAJA DE UAP, DURANTE LA OPERACION SE OBSERVO CIRC. NORMAL. SALIENDO 4 BLS. DE CEMENTO A LA SUPERFICIE.19","'(N) WITH UAP OF PERFORADORA MEXICO EFFECTS CEMENTATION OF TR OF 10 3/4 &#39;&#39; H-40 32.75 LB / TF STC TO THE DEPTH OF 97 MTS. PROBO LINE WITH 2000 PSI DURING 10 &#39;&#39; &#39;OK&#39; &#39;PUMP 30 BLS. DE BACHE WASHING MACHINE WITH DENS. DE 1.02 GR / CC Q = 3 BPM. PB = 43-74 PSI MIX AND PUMP 37.25 BLS. OF DUCTED DENS. 1.89 GR / CC Q = 3 BPM PB = 105-207 PSI, SOLID TAPON SOLID. DISPLACEMENT WITH 31.12 BLS. DE LW-BAC 1.20 GR / CC Q = 3-1.5 BPM PB = 66-330 PSI. UP TO CTO. WITHIN THE TR 94 MTS. CZECH FLOATING EQUIPMENT &#39;&#39; OK &#39;&#39; RETURNING 1/2 BL TO UAP BOX, DURING OPERATION OBSERVED CIRC. NORMAL. LEAVING 4 BLS. DE cement TO THE SURFACE. 19'","Productive","","","PER ","","",""
15,"","Corralillo6890","S-SHAPE",100,100,"100","14.75",14.75,"14.75",41097,41097.79167,41097.8125,"OK",0.020833333,"OK",0,0,0.8125,"(N) DESMANTELO CABEZA DE CEMENTAR Y U.A.P DE CIA.PERFORADORA MEXICO. .19","'(N) DISMANTLE HEAD OF CEMENT AND UAP OF CIA.PERFORADORA MEXICO. . 19'","Productive","","","PER ","","",""
16,"","Corralillo6890","S-SHAPE",100,100,"100","14.75",14.75,"14.75",41097,41097.8125,41097.83333,"OK",0.020833333,"OK",0,0,0.833333333,"(N) RETIRO TUBO ANCLA. .20","'(N) ANCHOR TUBE REMOVAL. . twenty'","Productive","","","PER ","","",""
17,"","Corralillo6890","S-SHAPE",100,100,"100","14.75",14.75,"14.75",41097,41097.83333,41097.875,"OK",0.041666667,"OK",0,0,0.875,"(N) CON PERSONAL DE WTF WH INSTALO CABEZAL 10 3/4"" X 11"" 5K, SLIP-LOCK, SBUR7; PROBO  SELLOS CON 1200PSI X 15 MIN, OK.21","'(N) WITH crew / staff WTF WH INSTALL HEAD 10 3/4 &quot;X 11&quot; 5K, SLIP-LOCK, SBUR7; PROOF SEALS WITH 1200 PSI X 15 MIN, OK. twenty-one'","Productive","","","PER ","","",""
18,"","Corralillo6890","S-SHAPE",100,100,"100","14.75",14.75,"14.75",41097,41097.875,41098,"OK",0.125,"OK",0,0,1,"(N) INSTALA BOP'S 11'' 5 M Y LINEAS DE CONTROL SUPERFICIAL.","'(N) INSTALL BOP&#39;S 11 &#39;&#39; 5 MY SURFACE CONTROL LINES.'","Productive","","","PER ","","",""
19,"","Corralillo6890","S-SHAPE",348,100,"100","9.5",14.75,"14.75",41098,41098,41098.02083,"OK",0.020833333,"OK",0,0,1.020833333,"(N)  CON PERSONAL DE WELL HEAD INSTALO TAPON DE PRUEBAS HIDRAULICAS. .0","'(N) WITH crew / staff WELL HEAD INSTALL HYDRAULIC TEST PLATE. . 0'","Productive","","","PER ","","",""
20,"","Corralillo6890","S-SHAPE",348,100,"100","9.5",14.75,"14.75",41098,41098.02083,41098.125,"OK",0.104166667,"OK",0,0,1.125,"(N) CON UPH DE WFT PROBO BOP ANULAR CONTRA VALVULAS INTERIORES Y EXTERIORES CON 500 PSI X 5 MIN Y2400 PSI X 15 MIN, OK. RAMS DE TUBERIA CONTRA VALVULAS INTERIORES Y EXTERIORES Y HCR CON 500 PSI X 5MIN Y 4000 PSI X 15 MIN, OK., QUEBRO Y RETIRO TP, CON TAPON EN PESCA PROBÓ RAMS CIEGOS Y VALVULA PRINCIPAL AL MULTIPLE DE ESTRANGULACION CON 500 PSI X 5 MIN Y 4000 PSI X 15 MIN, OK. PROBO VALVULA DEL STAND PIPE, LINEA DE ALTA DE BOMBEO Y VALVULAS DE 4"" DE BOMBA CON 500 PSI EN BAJA X 5 MIN, Y 4000 PSIEN ALTA X 15 MIN OK. PROBÓ CHOCK MANIFOLD VAL X VAL CON 500 PSI EN BAJA X 5 MIN Y 4000 PSI X 15 MIN EN ALTA, OK..3","'(N) WITH WFT PROHIBO PROBO BOP CONDUCTOR AGAINST INTERNAL AND EXTERNAL VALVES WITH 500 PSI X 5 MIN AND 2400 PSI X 15 MIN, OK. PIPE RAMS AGAINST INTERNAL AND EXTERNAL VALVES AND HCR WITH 500 PSI X 5 MIN AND 4000 PSI X 15 MIN, OK., BROKEN AND REMOVAL TP, WITH CAP IN FISHING PROBÓ BLINDS AND MAIN VALVE TO MULTIPLE OF STRANGULACION WITH 500 PSI X 5 MIN AND 4000 PSI X 15 MIN, OK. PROBE PIPE STAND VALVE, HIGH PUMP LINE AND 4 &quot;PUMP VALVES WITH 500 PSI IN LOW X 5 MIN, AND 4000 PSI IN HIGH X 15 MIN OK. PROBE CHOCK MANIFOLD VAL X VAL WITH 500 PSI IN LOW X 5 MIN AND 4000 PSI X 15 MIN IN HIGH, OK .. 3'","Productive","","","PER ","","",""
21,"","Corralillo6890","S-SHAPE",348,100,"100","9.5",14.75,"14.75",41098,41098.125,41098.14583,"OK",0.020833333,"OK",0,0,1.145833333,"(N) CON PERSONAL DE WFT RETIRO TAPON DE PRUEBAS E INSTALO BUJE DE DESGASTE. .3","'(N) WITH crew / staff WFT REMOVAL TAPON OF TESTING AND INSTALLING BUSHING WEAR. . 3'","Productive","","","PER ","","",""
22,"","Corralillo6890","S-SHAPE",348,100,"100","9.5",14.75,"14.75",41098,41098.14583,41098.16667,"OK",0.020833334,"OK",0,0,1.166666667,"(N) INSTALO NIPLE CAMPANA Y LINEA DE FLOTE, CHAROLA ECOLOGICA. LINEA DE QUEMA, PRESA ECOLOGICA.SWACO.4","'(N) INSTALL NIPLE HOOD AND FLOAT LINE, ECOLOGICAL TUBE. LINEA DE QUEMA, PRESA ECOLOGICA.SWACO. 4'","Productive","","","PER ","","",""
23,"","Corralillo6890","S-SHAPE",348,100,"100","9.5",14.75,"14.75",41098,41098.16667,41098.20833,"OK",0.041666666,"OK",0,0,1.208333333,"(N) INSTALO NIPLE CAMPANA Y LINEA DE FLOTE, CHAROLA ECOLOGICA. LINEA DE QUEMA, PRESA ECOLOGICA.SWACO.5","'(N) INSTALL NIPLE HOOD AND FLOAT LINE, ECOLOGICAL TUBE. LINEA DE QUEMA, PRESA ECOLOGICA.SWACO. 5'","Productive","","","PER ","","",""
24,"","Corralillo6890","S-SHAPE",348,100,"100","9.5",14.75,"14.75",41098,41098.20833,41098.22917,"OK",0.020833334,"OK",0,0,1.229166667,"(N) PREPARATIVOS PARA ARMADO DE BHA, MEDICION Y CALIBRACION DE HERRAMIENTAS. .5","'(N) Preparations FOR BHA ARMING, MEASUREMENT AND Gauging TOOL ASSEMBLY. . 5'","Productive","","","PER ","","",""
25,"","Corralillo6890","S-SHAPE",348,100,"100","9.5",14.75,"14.75",41098,41098.22917,41098.25,"OK",0.020833333,"OK",0,0,1.25,"(N) EFECTUO PLATICAS DE SEGURIDAD Y OPERACION DE ARMADO DE BHA 9 1/2"" .6","'(N) Safety Meetings AND 9 1/2 &quot;BHA ARM OPERATION.'","Productive","","","PER ","","",""
26,"","Corralillo6890","S-SHAPE",348,100,"100","9.5",9.5,"9.5",41098,41098.25,41098.3125,"OK",0.0625,"OK",0,0,1.3125,"(N) CONECTÓ BNA PDC 9-1/2"" CON TOBERAS 3X13"" Y 4X12"" SER. JF8001 A MOTOR 6-3/4"" X 9-375"" SER 675-3117.BEN 1.5°+ BHA DIRECCIONAL Y BAJO A 30 MTS. EFECTUO PRUEBA DE MDF 95 EPM 280 GPM 100 PSI. .7","'(N) CONNECTED BNA PDC 9-1 / 2 &quot;WITH NOZZLES 3X13&quot; AND 4X12 &quot;SER.JF8001 TO ENGINE 6-3 / 4&quot; X 9-375 &quot;SER 675-3117 BEN 1.5 ° + BHA DIRECTIONAL AND LOW TO 30 MTS TEST PERFORMANCE OF MDF 95 EPM 280 GPM 100 PSI 7'","Productive","","","PER ","","",""
27,"","Corralillo6890","S-SHAPE",348,100,"100","9.5",9.5,"9.5",41098,41098.3125,41098.39583,"OK",0.083333333,"OK",0,0,1.395833333,"(N) METIO BNA. PDC DE 9 1/2 Y BHA DIRECCIONAL A 88 MTS. DONDE CHECO CIMA TAPON Y CEMENTO9","'(N) METIO BNA. PDC OF 9 1/2 AND DIRECTIONAL BHA AT 88 MTS. WHERE CHECO CIMA TAPON AND cement 9'","Productive","","","PER ","","",""
28,"","Corralillo6890","S-SHAPE",348,100,"100","9.5",9.5,"9.5",41098,41098.39583,41098.4375,"OK",0.041666667,"OK",0,0,1.4375,"(N) CIRCULO Y CON U.P.H WEATHERFORD. PROBO TR 10 3/4'' H-40 32.75 LB/TF STC CON 500 PSI DURANTE 15' ''OK''10","'(N) CIRCLE AND UPH WEATHERFORD. PROBO TR 10 3/4 &#39;&#39; H-40 32.75 LB / TF STC WITH 500 PSI DURING 15 &#39;&#39; &#39;OK&#39; &#39;10'","Productive","","","PER ","","",""
29,"","Corralillo6890","S-SHAPE",348,100,"100","9.5",9.5,"9.5",41098,41098.4375,41098.47917,"OK",0.041666667,"OK",0,0,1.479166667,"(N) CON BNA PDC 9 1/2'' Y SARTA DIRECCIONAL REBAJO TAPON, CEMENTO Y ZAPATA DE 88 - 100 MTS.11","'(N) WITH BNA PDC 9 1/2 &#39;&#39; AND STEERING PASSENGER SADDLE, cement AND SHOE OF 88 - 100 MTS. eleven'","Productive","","","PER ","","",""
30,"","Corralillo6890","S-SHAPE",348,121,"121","9.5",9.5,"9.5",41098,41098.47917,41098.58333,"OK",0.104166666,"OK",21,8.400537634,1.583333333,"(N) CON BNA PDC 9 1/2"" + SARTA DIRECCIONAL PERFORA DE 100 M A 121 MD LODO W-BAC 1.21  GR/CC X 53 SEG ROP GRAL 57.07 M/HR PARAMETROS: 400 GPM PB=490 PSI PSB=2-4 TON RPM 70+140 TORQUE=2300, MTS ROT=21MTS EN 0.6 HRS, MTS DESLIZADOS=0 EN 0 HRS. ULT SURVEY @ 106 MTS INCL=0.13° RUMBO=323.58° TVD=106 MTS DESPL= 0.03 MTS DL= 0.04 M VA=135 PIE/MIN MOTOR DE FONDO GRADUADO @ 1.5° .14","'(N) CON BNA PDC 9 1/2 &quot;+ DIRECTIONAL SIGNAL PERFORATION OF 100 MA 121 MD LODO W-BAC 1.21 GR / CC X 53 SEG ROP GRAL 57.07 M / HR PARAMETERS: 400 GPM PB = 490 PSI PSB = 2-4 TON RPM 70 + 140 TORQUE = 2300, MTS ROT = 21 MTS IN 0.6 HRS, MTS SLIDED = 0 IN 0 HRS. ULT SURVEY @ 106 MTS INCL = 0.13 ° RUMBO = 323.58 ° TVD = 106 MTS OFF = 0.03 MTS DL = 0.04 M VA = 135 PIE / MIN GRID ENGINE @ 1.5 °.'","Productive","","","PER ","","",""
31,"","Corralillo6890","S-SHAPE",348,259,"259","9.5",9.5,"9.5",41098,41098.58333,41098.83333,"OK",0.25,"OK",138,23,1.833333333,"(N) CON BNA PDC 9 1/2"" + SARTA DIRECCIONAL PERFORA DE 121 M A 259 MD LODO W-BAC 1.22 GR/CC X 53 SEG ROP GRAL 90 M/HR PARAMETROS: 570 GPM PB= 600 PSI PSB= 3-5 TON RPM 60+165 TORQUE=3200, MTS ROT= 130MTS EN 0.77 HRS, MTS DESLIZADOS= 29 EN  1.0 HRS. ULT SURVEY @ 245 MTS INCL= 10.75° AZIMUTH= 46.33° TVD=244.11 MTS DESPL= 13.73 MTS DL= 1.96 M .20","'(N) CON BNA PDC 9 1/2 &quot;+ DIRECTIONAL RANGE 121 MA 259 MD LODO W-BAC 1.22 GR / CC X 53 SEC ROP GRAL 90 M / HR PARAMETERS: 570 GPM PB = 600 PSI PSB = 3-5 TON RPM 60 + 165 TORQUE = 3200, MTS ROT = 130 MTS IN 0.77 HRS, MTS SLIDED = 29 IN 1.0 HRS ULT SURVEY @ 245 MTS INCL = 10.75 ° AZIMUTH = 46.33 ° TVD = 244.11 MTS OFF = 13.73 MTS DL = 1.96 M 20'","Productive","","","PER ","","",""
32,"","Corralillo6890","S-SHAPE",348,259,"259","9.5",9.5,"9.5",41098,41098.83333,41098.85417,"OK",0.020833334,"OK",0,0,1.854166667,"(N) REALIZO SIMULACRO DE BROTE CON TIEMPO DE RESPUESTA DE CIERRE 58 SEG. EN PUNTO DE  REUNION: 3MIN,20","'(N) I PERFORM BROAD DRIVE SIMULATOR WITH CLOSURE RESPONSE TIME 58 SEC. AT POINT OF MEETING: 3 MIN, 20'","Productive","","","PER ","","",""
33,"","Corralillo6890","S-SHAPE",348,348,"348","9.5",9.5,"9.5",41098,41098.85417,41099,"OK",0.145833333,"OK",89,25.42915267,2,"(N) CON BNA PDC 9 1/2"" + SARTA DIRECCIONAL PERFORA DE 259 M A 348 MD LODO W-BAC 1.27  GR/CC X 62 SEG ROP GRAL 67.03 M/HR PARAMETROS: 525 GPM PB= 1750 PSI PSB= 7-8 TON RPM 60+165 TORQUE=5000, MTS ROT=201 MTS EN 1.92 HRS, MTS DESLIZADOS= 47 EN  1.78 HRS. ULT SURVEY @ 322 MTS INCL= 17.13° AZIMUTH= 37.03° TVD= 318.74 MTS DESPL= 32.49 MTS DL= 2.18 M VA = 143 PIE/MIN MOTOR DE FONDO GRADUADO A 1.5° PRC:A5348  MTS  B# 1  PB= 342 PSI  85  EPM LODO 1.27 GR/CCX 62 SEG. PRC:A  348  MTS  B# 2  PB= 298 PSI  76    EPM LODO 1.27 GR/CCX 62 SEG.","'(N) WITH BNA PDC 9 1/2 &quot;+ DIRECTIONAL SIGNAL PERFORATION OF 259 MA 348 MD LODO W-BAC 1.27 GR / CC X 62 SEC ROP GRAL 67.03 M / HR PARAMETERS: 525 GPM PB = 1750 PSI PSB = 7-8 TON RPM 60 + 165 TORQUE = 5000, MTS ROT = 201 MTS IN 1.92 HRS, MTS SLIDED = 47 IN 1.78 HRS ULT SURVEY @ 322 MTS INCL = 17.13 ° AZIMUTH = 37.03 ° TVD = 318.74 MTS OFF = 32.49 MTS DL = 2.18 M VA = 143 PIE / MIN FUND GROUND ENGINE AT 1.5 ° PRC: A 5348 MTS B # 1 PB = 342 PSI 85 EPM LODO 1.27 GR / CCX 62 SEG PRC: A 348 MTS B # 2 PB = 298 PSI 76 EPM SLIDE 1.27 GR / CCX 62 SEC.'","Productive","","","PER ","","",""
34,"","Corralillo6890","S-SHAPE",583,450,"450","9.5",9.5,"9.5",41099,41099,41099.16667,"OK",0.166666667,"OK",102,25.49949001,2.166666667,"(N)  CON BNA PDC 9 1/2"" + SARTA DIRECCIONAL PERFORA DE 348 M A 450 MD LODO W-BAC 1.30  GR/CC X 62 SEGROP GRAL 62.13 M/HR PARAMETROS: 525 GPM PB= 1950 PSI PSB= 7-8 TON RPM 60+165 TORQUE=5000, MTS ROT=291 MTS EN 3.2 HRS, MTS DESLIZADOS= 59 EN 2.43 HRS. ULT SURVEY @ 423 MTS INCL= 24.69° AZIMUTH= 41.96° TVD= 413.03 MTS DESPL= 68.5 MTS DL= 2.97 M VA = 143 PIE/MIN MOTOR DE FONDO GRADUADO @ 1.5°. PRC:@450  MTS  B# 1  PB= 409 PSI  84  EPM LODO 1.30 GR/CCX 62 SEG. PRC:@ 450  MTS  B# 2  PB= 343 PSI  76    EPM LODO 1.30 GR/CCX 62 SEG. .4","'(N) CON BNA PDC 9 1/2 &quot;+ DIRECTIONAL SIGNAL PERFORATION OF 348 MA 450 MD LODO W-BAC 1.30 GR / CC X 62 SEC ROP GRAL 62.13 M / HR PARAMETERS: 525 GPM PB = 1950 PSI PSB = 7-8 TON RPM 60 + 165 TORQUE = 5000, MTS ROT = 291 MTS IN 3.2 HRS, MTS SLIDED = 59 EN 2.43 HRS ULT SURVEY @ 423 MTS INCL = 24.69 ° AZIMUTH = 41.96 ° TVD = 413.03 MTS OFF = 68.5 MTS DL = 2.97 MVA = 143 PIE / MIN GRID ENGINE @ 1.5 ° PRC: @ 450 MTS B # 1 PB = 409 PSI 84 EPM LODO 1.30 GR / CCX 62 SEC PRC: @ 450 MTS B # 2 PB = 343 PSI 76 EPM SLIDE 1.30 GR / CCX 62 SEC.'","Productive","","","PER ","","",""
35,"","Corralillo6890","S-SHAPE",583,583,"583","9.5",9.5,"9.5",41099,41099.16667,41099.39583,"OK",0.229166666,"OK",133,24.18252167,2.395833333,"(N) CON BNA PDC 9 1/2"" + SARTA DIRECCIONAL PERFORA DE 450 M A 583 MD LODO W-BAC 1.34  GR/CC X 62 SEG ROP GRAL 58.31 M/HR PARAMETROS: 560 GPM PB= 2200 PSI PSB= 7-8 TON RPM 60+165 TORQUE=5000, M. ROT=420 M. EN 5.47 HRS, M. DESLIZADOS= 63 EN 2.82 HRS. ULT SURVEY @ 568 MTS INCL= 31° RUMBO= 40.46° TVD=540.66 MTS DESPL= 137.17 MTS DL= 1.59 M VA = 182 PIE/MIN MOTOR DE FONDO GRADUADO @ 1 5° PRC:@ 580 MTS B# 1 PB= 509 PSI 81 EPM LODO 1.34 GR/CCX 62 SEG PRC:@ 580 MTS B# 2 PB= 443 PSI 79 EPM LODO 1.34 GR/CCX62 SEG .9","'(N) CON BNA PDC 9 1/2 &quot;+ DIRECTIONAL RANGE PERFORATION OF 450 MA 583 MD LODO W-BAC 1.34 GR / CC X 62 SEC ROP GRAL 58.31 M / HR PARAMETERS: 560 GPM PB = 2200 PSI PSB = 7-8 TON RPM 60 + 165 TORQUE = 5000, M. ROT = 420 M. IN 5.47 HRS, M. SLIDED = 63 IN 2.82 HRS. ULT SURVEY @ 568 MTS INCL = 31 ° RUMBO = 40.46 ° TVD = 540.66 MTS OFF = 137.17 MTS DL = 1.59 M VA = 182 PIE / MIN GRID FUND MOTOR @ 1 5 ° PRC: @ 580 MTS B # 1 PB = 509 PSI 81 EPM LODO 1.34 GR / CCX 62 SEG PRC: @ 580 MTS B # 2 PB = 443 PSI 79 EPM LODO 1.34 GR / CCX 62 SEC. 9'","Productive","","","PER ","","",""
36,"","Corralillo6890","S-SHAPE",583,583,"583","9.5",9.5,"9.5",41099,41099.39583,41099.4375,"OK",0.041666667,"OK",0,0,2.4375,"(N) BOMBEO BACHE VISCOSO 120"", CIRCULÓ Y HOMOGENIZÓ COLUMNAS CON LODO 1.37 GR/CC (ECD) HASTA RETORNOS LIMPIOS10","'(N) PUMP BACHE VISCOSO 120 &quot;, CIRCULATED AND HOMOGENIZED COLUMNS WITH LODE 1.37 GR / CC (ECD) UNTIL CLEAN RETURNS 10'","Productive","","","PER ","","",""
